kanjiID,kanji,authorsNote,onyomiReadingOne,onyomiReadingTwo,onyomiReadingThree,onyomiVocabWordOne,onyomiVocabWordReadingOne,onyomiVocabWordMeaningOne,onyomiSampleSentenceOne,onyomiSampleSentenceMeaningOne,onyomiVocabWordTwo,onyomiVocabWordReadingTwo,onyomiVocabWordMeaningTwo,onyomiSampleSentenceTwo,onyomiSampleSentenceMeaningTwo,onyomiVocabWordThree,onyomiVocabWordReadingThree,onyomiVocabWordMeaningThree,onyomiSampleSentenceThree,onyomiSampleSentenceMeaningThree,onyomiVocabWordFour,onyomiVocabWordReadingFour,onyomiVocabWordMeaningFour,onyomiSampleSentenceFour,onyomiSampleSentenceMeaningFour,onyomiVocabWordFive,onyomiVocabWordReadingFive,onyomiVocabWordMeaningFive,onyomiSampleSentenceFive,onyomiSampleSentenceMeaningFive,onyomiVocabWordSix,onyomiVocabWordReadingSix,onyomiVocabWordMeaningSix,onyomiSampleSentenceSix,onyomiSampleSentenceMeaningSix,onyomiMultipleChoiceReadingOne,onyomiMultipleChoiceReadingTwo,onyomiMultipleChoiceReadingThree,onyomiMultipleChoiceReadingFour,onyomiMultipleChoiceReadingFive,onyomiMultipleChoiceReadingSix,furiganaOnyomiSampleSentenceOne,furiganaOnyomiSampleSentenceTwo,furiganaOnyomiSampleSentenceThree,furiganaOnyomiSampleSentenceFour,furiganaOnyomiSampleSentenceFive,furiganaOnyomiSampleSentenceSix,associatedLevel
620,栄,None,えい,None,None,栄光,えいこう,Glory,彼//かれ//は栄光//えいこう//を手//て//にしました。,He achieved glory.,栄養,えいよう,Nutrition,栄養//えいよう//バランスが大//だい//事//じ//です。,Nutritional balance is important.,,,,,,,,,,,,,,,,,,,,,"えい,へい,めい,こう","えい,へい,はい,き",,,,,,,,,,,31
621,札,None,さつ,None,None,札束,さつたば,Wads of cash,彼//かれ//は札束//さつたば//を持//も//っていました。,He was holding wads of cash.,改札,かいさつ,Ticket gate,駅//えき//の改札//かいさつ//を通//とお//りました。,I passed through the station's ticket gate.,表札,ひょうさつ,Nameplate,家//いえ//の表//ひょう//札//さつ//を新//あたら//しくしました。,We replaced the house’s nameplate.,,,,,,,,,,,,,,,,"さつ,ざつ,れい,り","さつ,れい,へき,り","さつ,れい,えい,り",,,,,,,,,,32
622,脈,None,みゃく,None,None,動脈,どうみゃく,Artery,心臓//しんぞう//から動脈//どうみゃく//が血液//けつえき//を送//おく//ります。,The heart sends blood through the arteries.,文脈,ぶんみゃく,Context,文//ぶん//脈//みゃく//を考//かんが//えて読//よ//んでください。,Please read considering the context.,山脈,さんみゃく,Mountain range,この山//さん//脈//みゃく//は美//うつく//しいです。,This mountain range is beautiful.,,,,,,,,,,,,,,,,"みゃく,りょく,やま,しゃく","みゃく,りょく,よく,しゃく","みゃく,りょく,やま,しゃく","みゃく,よく,やま,しゃく",,,,,,,,,32
623,節,None,せつ,None,None,季節,きせつ,Season,日本//にほん//には四//よっ//つの季//き//節//せつ//があります。,Japan has four seasons.,節約,せつやく,"Saving, Economizing",水//みず//を節約//せつやく//しましょう。,Let's save water.,調節,ちょうせつ,Adjustment,温//おん//度//ど//を調//ちょう//節//せつ//してください。,Please adjust the temperature.,関節,かんせつ,Joint,彼//かれ//は関節//かんせつ//の痛//いた//みを感//かん//じています。,He feels joint pain.,,,,,,,,,,,"せつ,せっ,せい,そつ","せつ,せっ,せ,そつ","せつ,せっ,せい,ぜん","せつ,せっ,せい,そつ",,,,,,,,,32
624,包,None,ほう,None,None,包装//そう//,ほうそう,"Wrapping, Packaging",プレゼントを包装//ほうそう//しました。,I wrapped the present.,,,,,,,,,,,,,,,,,,,,,,,,,,"ほう,こう,もう,もん","ほう,こう,もう,ぼう","ほう,こう,も,ぼう",,,,,,,,,,32
625,喜,None,き,None,None,喜劇//げき//,きげき,Comedy,彼//かれ//は喜//き//劇//げき//が好//す//きです。,He likes comedies.,歓//かん//喜,かんき,Great joy,優//ゆう//勝//しょう//に歓//かん//喜//き//しました。,We rejoiced at the victory.,,,,,,,,,,,,,,,,,,,,,"き,きき,ぎ,ぜん","き,よ,ぎ,ぜん","き,よろう,ぎ,ぜん",,,,,,,,,,32
626,折,None,せつ,せっ,None,骨折,こっせつ,Bone fracture,彼//かれ//は骨折//こっせつ//しました。,He broke a bone.,折角,せっかく,"With effort, Specially",折角//せっかく//の機//き//会//かい//を無駄//むだ//にしないで。,Don’t waste this special opportunity.,折半,せっぱん,Splitting in half,料//りょう//金//きん//を折半//せっぱん//しました。,We split the cost in half.,,,,,,,,,,,,,,,,"せつ,ざ,おう,おい","せっ,ざ,おう,おい","せっ,しつ,おう,おい",,,,,,,,,,32
627,囲,None,い,None,None,周囲,しゅうい,Surroundings,彼//かれ//の周//しゅう//囲//い//には友達//ともだち//が多//おお//い。,He has many friends around him.,包囲,ほうい,"Siege, Encirclement",敵//てき//の軍隊//ぐんたい//に包//ほう//囲//い//されました。,We were surrounded by enemy forces.,,,,,,,,,,,,,,,,,,,,,"い,いい,おう,もん","い,くち,おう,もん","い,くち,お,もん",,,,,,,,,,32
628,焼,None,しょう,None,None,燃//ねん//焼,ねんしょう,Combustion,エンジンの燃//ねん//焼//しょう//効率//こうりつ//が上//あ//がった。,The engine's combustion efficiency improved.,焼失,しょうしつ,Destroyed by fire,古//ふる//い建物//たてもの//が焼//しょう//失//しつ//した。,An old building was destroyed by fire.,全焼,ぜんしょう,Completely burned,家//いえ//が全//ぜん//焼//しょう//した。,The house completely burned down.,,,,,,,,,,,,,,,,"しょう,やけ,じょう,し","しょう,やけ,じょ,し","しょう,やけ,じょう,し","しょう,やけ,じょ,し",,,,,,,,,32
629,救,None,きゅう,None,None,救助,きゅうじょ,Rescue,彼//かれ//は救//きゅう//助//じょ//されました。,He was rescued.,救急,きゅうきゅう,Emergency,救//きゅう//急//きゅう//車//しゃ//が到//とう//着//ちゃく//しました。,The ambulance arrived.,,,,,,,,,,,,,,,,,,,,,"きゅう,きょう,すう,けい","きゅう,きょう,きゃ,き","きゅう,きょう,すう,き","きゅう,きょう,すう,すい",,,,,,,,,32
630,照,None,しょう,None,None,照明,しょうめい,Lighting,部屋//へや//の照//しょう//明//めい//をつけました。,I turned on the room's lighting.,照合,しょうごう,Verification,書類//しょるい//を照//しょう//合//ごう//してください。,Please verify the documents.,参照,さんしょう,Consultation,詳//くわ//しくはマニュアルを参//さん//照//しょう//してください。,Please refer to the manual for details.,,,,,,,,,,,,,,,,"しょう,じょう,し,あかり","しょう,じょ,し,あかり","しょう,ひょう,し,めい",,,,,,,,,,32
631,群,None,ぐん,None,None,群を抜//ぬ//く,ぐんをぬく,Stand out among,彼//かれ//の成績//せいせき//はクラスの中//なか//でも群//ぐん//を抜//ぬ//いている。,His grades stand out among everyone in the class.,群生,ぐんせい,Growing in clusters,植//しょく//物//ぶつ//が群生//ぐんせい//しています。,Plants grow in clusters.,,,,,,,,,,,,,,,,,,,,,"ぐん,ぐ,ぞく,きみ","ぐん,ぐ,ぞ,ぞく","ぐん,ぐ,ぞく,そく",,,,,,,,,,32
632,便,None,べん,びん,None,便利,べんり,Convenient,スマホは便//べん//利//り//です。,Smartphones are convenient.,郵//ゆう//便,ゆうびん,"Mail, Postal service",郵便//ゆうびん//を送//おく//りました。,I sent a mail.,便乗,びんじょう,Taking advantage of,彼//かれ//は流//りゅう//行//こう//に便//びん//乗//じょう//しました。,He took advantage of the trend.,,,,,,,,,,,,,,,,"べん,ひん,たん,てがみ","びん,ひん,たん,てがみ","びん,ひん,たくす,てがみ","べん,ひん,たん,てがみ",,,,,,,,,32
633,漁,None,ぎょ,りょう,None,漁業,ぎょぎょう,Fishing industry,彼//かれ//は漁//ぎょ//業//ぎょう//を営//いとな//んでいます。,He is engaged in the fishing industry.,漁船,ぎょせん,Fishing boat,漁船//ぎょせん//が港//みなと//に帰//かえ//ってきた。,The fishing boat has returned to port.,漁場,ぎょじょう,Fishing ground,この海//うみ//は漁//ぎょ//場//じょう//として有名//ゆうめい//です。,This sea is famous as a fishing ground.,密//みつ//漁,みつりょう,Poaching,密//みつ//漁//りょう//は法律//ほうりつ//で禁//きん//じられています。,Poaching is prohibited by law.,,,,,,,,,,,"ぎょ,きょ,しょ,じょ","ぎょ,き,し,じょ","ぎょ,さかな,せん,じょ","りょう,りょ,り,りん",,,,,,,,,32
634,訓,None,くん,None,None,訓練,くんれん,Training,彼//かれ//は毎日//まいにち//厳//きび//しい訓練//くんれん//を受//う//けています。,He undergoes rigorous training every day.,教訓,きょうくん,"Lesson, Moral",失敗//しっぱい//から多//おお//くの教//きょう//訓//くん//を学//まな//びました。,I learned many lessons from my failures.,訓読み,くんよみ,Kunyomi reading,訓//くん//読//よ//みと音//おん//読//よ//みを覚//おぼ//えましょう。,Let's learn Kunyomi and Onyomi readings.,,,,,,,,,,,,,,,,"くん,ぐん,かわ,せん","くん,ぐん,かわ,こう","くん,げん,かわ,せん","くん,ぐん,かわ,く",,,,,,,,,32
635,浴,None,よく,None,None,入浴,にゅうよく,Bathing,毎晩//まいばん//入浴//にゅうよく//するのが日課//にっか//です。,Bathing every night is my routine.,日光浴,にっこうよく,Sunbathing,ビーチで日光浴//にっこうよく//をしました。,I sunbathed at the beach.,海水浴,かいすいよく,Swimming in the sea,夏//なつ//は海水浴//かいすいよく//に行//い//きたくなる。,Summer makes me want to go swimming in the ocean.,浴場,よくじょう,Public bath,この町//まち//には有名//ゆうめい//な浴場//よくじょう//があります。,This town has a famous public bath.,,,,,,,,,,,"よく,すい,えん,よい","よく,すい,えい,よい","よく,すい,えん,よ","よく,すい,よい,よう",,,,,,,,,32
636,塩,None,えん,None,None,食塩,しょくえん,Table salt,料//りょう//理//り//に食//しょく//塩//えん//を加//くわ//えました。,I added table salt to the dish.,塩分,えんぶん,Salt content,高//たか//い塩分//えんぶん//は健康//けんこう//に良//よ//くありません。,High salt content is not good for health.,塩害,えんがい,Salt damage,台風//たいふう//による塩害//えんがい//が発生//はっせい//しました。,Salt damage occurred due to the typhoon.,,,,,,,,,,,,,,,,"えん,えい,しょ,しょく","えん,えい,しょ,え","えん,えい,え,しょく","えん,えい,え,へ",,,,,,,,,32
637,岡,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32
638,兆,None,ちょう,None,None,兆,ちょう,Trillion,その会社//かいしゃ//の時価//じか//総額//そうがく//が一//いっ//兆//ちょう//円//えん//を超//こ//えた。,Japan's GDP exceeds 500 trillion yen.,予兆,よちょう,"Omen, precursor",地//じ//震//しん//の予//よ//兆//ちょう//があった。,There was a precursor to the earthquake.,,,,,,,,,,,,,,,,,,,,,"ちょう,おく,ひょう,せん","ちょう,しょう,ひょう,せん","ちょう,しょ,ひょ,しょう",,,,,,,,,,32
639,祝,None,しゅく,しゅう,None,祝日,しゅくじつ,National holiday,明日//あした//は祝//しゅく//日//じつ//なので会社//かいしゃ//は休//やす//みです。,"Tomorrow is a national holiday, so the company is closed.",祝福,しゅくふく,"Blessing, Congratulations",赤//あか//ちゃんの誕//たん//生//じょう//をみんなで祝//しゅく//福//ふく//した。,We all celebrated the birth of the baby.,祝辞,しゅくじ,Congratulatory address,先生//せんせい//が卒//そつ//業//ぎょう//式//しき//で祝//しゅく//辞//じ//を述//の//べました。,The teacher gave a congratulatory speech at the graduation ceremony.,祝賀会,しゅくがかい,Celebration,祝//しゅく//賀//が//会//かい//が開//ひら//かれた。,A celebration was held.,,,,,,,,,,,"しゅく,しょく,いい,まい","しゅく,しょく,いい,しょ","しゅく,しょく,い,わ","しゅく,しょく,い,わ",,,,,,,,,32
640,城,None,じょう,None,None,〇〇城 (“〇〇” should be replaced with the name of a specific castle.),じょう,Castle,大//おお//阪//さか//城//じょう//は桜//さくら//の名所//めいしょ//としても知//し//られています。,Osaka Castle is also known as a famous spot for cherry blossoms.,城下町,じょうかまち,Castle town,ここは昔//むかし//の城//じょう//下//か//町//まち//です。,This is an old castle town.,名城,めいじょう,Famous castle,日本//にほん//には多//おお//くの名//めい//城//じょう//があります。,Japan has many famous castles.,,,,,,,,,,,,,,,,"じょう,しょう,じょ,し","じょう,しょう,じょ,へき","じょう,しょう,じょ,しろ",,,,,,,,,,32
641,衣,None,い,None,None,衣服,いふく,Clothing,季//き//節//せつ//に合//あ//った衣//い//服//ふく//を選//えら//びましょう。,Let's choose clothing suitable for the season.,白衣,はくい,"White coat, Uniform",医//い//者//しゃ//は白//はく//衣//い//を着//き//ています。,Doctors wear white coats.,脱//だつ//衣,だつい,Undressing,ここは脱衣//だつい//スペースになっています。,This area is for changing clothes.,,,,,,,,,,,,,,,,"い,き,ちゃく,きぬ","い,き,しゃく,きぬ","い,き,ちゃく,きい",,,,,,,,,,33
642,臣,None,しん,じん,None,大臣,だいじん,Minister,外//がい//務//む//大臣//だいじん//が記//き//者//しゃ//会見//かいけん//を行//おこな//った。,The Minister of Foreign Affairs held a press conference.,家臣,かしん,"Retainer, Samurai follower",彼//かれ//は家//か//臣//しん//として仕//つか//えた。,He served as a retainer.,,,,,,,,,,,,,,,,,,,,,"じん,じょ,じ,し","しん,じょ,きょ,ぎょ",,,,,,,,,,,33
643,浅,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33
644,阪,None,はん,None,None,阪神,はんしん,Osaka-Kobe region,阪神//はんしん//地区//ちく//は経済//けいざい//が発展//はってん//しています。,The Osaka-Kobe region has a developed economy.,,,,,,,,,,,,,,,,,,,,,,,,,,"はん,いた,そり,へい",,,,,,,,,,,,33
645,勇,None,ゆう,None,None,勇気,ゆうき,Courage,彼//かれ//は勇//ゆう//気//き//を出//だ//して告白//こくはく//しました。,He gathered his courage and confessed.,勇者,ゆうしゃ,"Hero, Brave person",その勇者//ゆうしゃ//はドラゴンを倒//たお//した。,The hero defeated the dragon.,,,,,,,,,,,,,,,,,,,,,"ゆう,きん,ちから,よく","ゆう, りき, りょく, よく",,,,,,,,,,,33
646,械,None,かい,None,None,機械,きかい,Machine,工場//こうじょう//には多//おお//くの機//き//械//かい//がある。,There are many machines in the factory.,,,,,,,,,,,,,,,,,,,,,,,,,,"かい,けい,き,きん",,,,,,,,,,,,33
647,刷,None,さつ,さっ,None,印刷,いんさつ,Printing,この書類//しょるい//を印刷//いんさつ//してください。,Please print this document.,増刷,ぞうさつ,Additional printing,人//にん//気//き//の本//ほん//が増刷//ぞうさつ//された。,A popular book was reprinted.,刷新,さっしん,"Reform, Renovation",組//そ//織//しき//を刷新//さっしん//する。,Reform the organization.,,,,,,,,,,,,,,,,"さつ,さい,いん,せん","さっ,さい,そつ,せん","さつ,そつ,いん,せん","さつ,さい,いん,そん",,,,,,,,,33
