kanjiID,kanji,authorsNote,kunyomiReadingOne,kunyomiReadingTwo,kunyomiReadingThree,kunyomiVocabWordOne,kunyomiVocabWordReadingOne,kunyomiVocabWordMeaningOne,kunyomiSampleSentenceOne,kunyomiSampleSentenceMeaningOne,kunyomiVocabWordTwo,kunyomiVocabWordReadingTwo,kunyomiVocabWordMeaningTwo,kunyomiSampleSentenceTwo,kunyomiSampleSentenceMeaningTwo,kunyomiVocabWordThree,kunyomiVocabWordReadingThree,kunyomiVocabWordMeaningThree,kunyomiSampleSentenceThree,kunyomiSampleSentenceMeaningThree,kunyomiVocabWordFour,kunyomiVocabWordReadingFour,kunyomiVocabWordMeaningFour,kunyomiSampleSentenceFour,kunyomiSampleSentenceMeaningFour,kunyomiVocabWordFive,kunyomiVocabWordReadingFive,kunyomiVocabWordMeaningFive,kunyomiSampleSentenceFive,kunyomiSampleSentenceMeaningFive,kunyomiVocabWordSix,kunyomiVocabWordReadingSix,kunyomiVocabWordMeaningSix,kunyomiSampleSentenceSix,kunyomiSampleSentenceMeaningSix,kunyomiMultipleChoiceReadingOne,kunyomiMultipleChoiceReadingTwo,kunyomiMultipleChoiceReadingThree,kunyomiMultipleChoiceReadingFour,kunyomiMultipleChoiceReadingFive,kunyomiMultipleChoiceReadingSix,furiganaKunyomiSampleSentenceOne,furiganaKunyomiSampleSentenceTwo,furiganaKunyomiSampleSentenceThree,furiganaKunyomiSampleSentenceFour,furiganaKunyomiSampleSentenceFive,furiganaKunyomiSampleSentenceSix,associatedLevel
566,好,None,す,この,None,好き,すき,"Like, Fond of",私//わたし//は日本//にほん//の音楽//おんがく//が好//す//きです。,I like Japanese music.,好む,このむ,To prefer,彼//かれ//は辛//から//い食//た//べ物//もの//を好//この//みます。,He prefers spicy food.,,,,,,,,,,,,,,,,,,,,,"す,こう,こ,ひん","この,こう,こ,ひん",,,,,,,,,,,29
567,史,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29
568,愛,None,め,None,None,愛でる,めでる,"Admire, Enjoy, Appreciate",紅葉//こうよう//を愛//め//でる人々//ひとびと//で、山//やま//はにぎわっていた。,The mountain was bustling with people admiring the autumn leaves.,,,,,,,,,,,,,,,,,,,,,,,,,,"め,こう,すき,あん",,,,,,,,,,,,29
569,富,None,とみ,と,None,富,とみ,"Wealth, Fortune",彼//かれ//は富//とみ//を築//きず//きました。,He built his fortune.,富む,とむ,To be rich in,彼//かれ//は才能//さいのう//に富//と//んでいます。,He is rich in talent.,,,,,,,,,,,,,,,,,,,,,"とみ,とん,はたけ,でん","と,とん,はたけ,でん",,,,,,,,,,,29
570,英,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29
571,未,None,いま,None,None,未だ,いまだ,"Still, Yet",彼//かれ//は未//いま//だに帰//かえ//ってこない。,He still hasn’t returned.,,,,,,,,,,,,,,,,,,,,,,,,,,"いま, まだ, みつ, まつ",,,,,,,,,,,,29
572,低,None,ひく,None,None,低い,ひくい,"Low, Short",この椅子//いす//は低い//ひくい//です。,This chair is low.,,,,,,,,,,,,,,,,,,,,,,,,,,"ひく, い, く, まる",,,,,,,,,,,,29
573,梨,None,なし,None,None,梨,なし,Pear,秋//あき//は梨//なし//が美味//おい//しい季//き//節//せつ//です。,Autumn is the season when pears are delicious.,,,,,,,,,,,,,,,,,,,,,,,,,,"なし, なう, かき, もも",,,,,,,,,,,,29
574,冷,None,つめ,ひ,None,冷たい,つめたい,Cold (to the touch),冷//つめ//たい//水//みず//を飲//の//む。,Drink cold water.,冷える,ひえる,To get cold,夜//よる//になると冷//ひ//える。,It gets cold at night.,,,,,,,,,,,,,,,,,,,,,"つめ, えん, さむ, かん","ひ, れい, ひい, つめ",,,,,,,,,,,29
575,類,None,たぐ,None,None,類い,たぐい,"Kind, Type",彼//かれ//の才能//さいのう//は類//たぐ//いまれなものだ。,His talent is one of a kind.,,,,,,,,,,,,,,,,,,,,,,,,,,"たぐ, い, ぞく, どう",,,,,,,,,,,,29
576,児,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29
577,牧,None,まき,None,None,牧場,まきば,Pasture,"牧//まき//場//ば//には羊//ひつじ//がたくさんいる。(""牧場"" can be read as ""bokujou"" or ""makiba""; both mean the same.)",There are many sheep in the pasture.,,,,,,,,,,,,,,,,,,,,,,,,,,"まき, くさ, ば, ひつじ",,,,,,,,,,,,29
578,印,None,しるし,じるし,None,目印,めじるし,Landmark,目//め//印//じるし//として赤//あか//い旗//はた//を立//た//てた。,A red flag was put up as a landmark.,印,しるし,Mark,壁//かべ//に印//しるし//がある。,There is a mark on the wall.,,,,,,,,,,,,,,,,,,,,,"じるし, じい, こく, おん","しるし, じ, はん, いん",,,,,,,,,,,29
579,標,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29
580,輪,None,わ,None,None,輪,わ,"Ring, Loop",子//こ//供//ども//たちが輪//わ//になって踊//おど//る。,The children form a ring and dance.,輪ゴム,わごむ,Rubber band,輪//わ//ゴムで封筒//ふうとう//を留//と//めた。,I used a rubber band to secure the envelope.,指輪,ゆびわ,Ring,彼//かれ//は彼女//かのじょ//に指//ゆび//輪//わ//を贈//おく//った。,He gave her a ring.,,,,,,,,,,,,,,,,"わ, ご, しゃ, はな","わ, わん, しゅ, そく","わ, くるま, しゃ, りつ",,,,,,,,,,29
581,熱,None,あつ,None,None,熱い,あつい,"Hot (object, feeling)",このスープは熱//あつ//いので気//き//をつけてください。,"This soup is hot, so be careful.",,,,,,,,,,,,,,,,,,,,,,,,,,"あつ, ねい,じょう,れい",,,,,,,,,,,,30
582,清,None,きよ,None,None,清らか,きよらか,"Pure, Clean",この川//かわ//の水//みず//はとても清//きよ//らかです。,The water in this river is very pure.,清める,きよめる,"To purify, Cleanse",神社//じんじゃ//で手//て//を清//きよ//めました。,I purified my hands at the shrine.,,,,,,,,,,,,,,,,,,,,,"きよ, へい,しず,あお","きよ, へい,しず,あお",,,,,,,,,,,30
583,覚,None,おぼ,さ,ざ,覚える,おぼえる,"To remember, To learn",新//あたら//しい単//たん//語//ご//を覚//おぼ//えました。,I memorized a new word.,目覚める,めざめる,"To wake up, To become aware",朝//あさ//早//はや//く目覚//めざ//めた。,I woke up early in the morning.,覚める,さめる,"To wake up, To be disillusioned",夜//よ//中//なか//の騒音//そうおん//で目//め//が覚//さ//めた。,I woke up due to the noise at night.,,,,,,,,,,,,,,,,"おぼ,ざい,さい,おう","ざ,ざい,さい,おう","さ,ざい,さい,おう",,,,,,,,,,30
584,岐,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
585,億,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
586,径,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"みち,へい,しん,ろ",,,,,,,,,,,,30
587,芸,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
588,殺,None,ころ,None,None,殺す,ころす,To kill,彼//かれ//は虫//むし//を殺//ころ//さないようにしている。,He tries not to kill insects.,,,,,,,,,,,,,,,,,,,,,,,,,,"ころ,さい,まつ,いつ",,,,,,,,,,,,30
589,陸,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
590,帯,None,おび,お,None,帯,おび,"Belt, Sash",彼女//かのじょ//は美//うつく//しい帯//おび//を締//し//めている。,She is wearing a beautiful obi (kimono sash).,帯びる,おびる,"To carry, To be tinged with",空//そら//が赤//あか//みを帯//お//びている。,The sky is tinged with red.,,,,,,,,,,,,,,,,,,,,,"おび,い,だい,ひも","お,い,だい,ひも",,,,,,,,,,,30
591,努,None,つと,None,None,努める,つとめる,"To strive, To make an effort",彼//かれ//は目標//もくひょう//達成//たっせい//のために努//つと//めている。,He is striving to achieve his goal.,,,,,,,,,,,,,,,,,,,,,,,,,,"つと,どう,しょ,けん",,,,,,,,,,,,30
592,固,None,かた,None,None,固い,かたい,"Hard, Firm",このパンは固//かた//くて食//た//べにくい。,This bread is hard and difficult to eat.,固める,かためる,"To harden, To strengthen",計画//けいかく//の方針//ほうしん//を固//かた//める。,Strengthen the plan's policy.,固まる,かたまる,"To become firm, To solidify",ゼリー//が冷//ひ//えて固//かた//まった。,The jelly has cooled and solidified.,,,,,,,,,,,,,,,,"かた,がん,こう,ここ","かた,がん,こう,ここ","かた,がん,こう,ここ",,,,,,,,,,30
593,鏡,None,かがみ,None,None,鏡,かがみ,Mirror,毎朝//まいあさ//鏡//かがみ//を見//み//て髪//かみ//を整//ととの//える。,"Every morning, I look in the mirror and fix my hair.",手鏡,てかがみ,Hand mirror,彼女//かのじょ//は手//て//鏡//かがみ//で化//け//粧//しょう//を直//なお//した。,She fixed her makeup using a hand mirror.,,,,,,,,,,,,,,,,,,,,,"かがみ,えん,みる,きょう","かがみ,えん,みる,みえる",,,,,,,,,,,30
594,散,None,ち,None,None,散る,ちる,"To scatter, To fall",桜//さくら//の花//はな//が風//かぜ//で散//ち//った。,The cherry blossoms scattered in the wind.,散らす,ちらす,"To scatter, To disperse",新聞//しんぶん//を床//ゆか//に散//ち//らさないでください。,Please don't scatter newspapers on the floor.,散らかす,ちらかす,"To mess up, To spread around",部屋//へや//を散//ち//らかさないようにしましょう。,Let's not mess up the room.,散らばる,ちらばる,"To be scattered, To spread out",本//ほん//が床//ゆか//に散//ち//らばっている。,The books are scattered on the floor.,,,,,,,,,,,"ち,ほう,えん,ざん","ち,ぼう,えん,はつ","ち,は,えん,ざん","ち,は,えん,ざん",,,,,,,,,30
595,司,None,つかさど,None,None,司る,つかさどる,"To govern, To preside over",彼//かれ//は会//かい//議//かいぎ//を司//つかさど//る役//やく//を担//にな//っている。,He plays the role of presiding over the meeting.,,,,,,,,,,,,,,,,,,,,,,,,,,"つかさ,つい,めい,しん",,,,,,,,,,,,30
596,康,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
597,静,None,しず,None,None,静か,しずか,"Quiet, Calm",夜//よる//の森//もり//はとても静//しず//かだ。,The forest at night is very quiet.,静まる,しずまる,"To become quiet, To calm down",嵐//あらし//が静//しず//まった。,The storm has calmed down.,静けさ,しずけさ,"Stillness, Tranquility",山//やま//の中//なか//の静//しず//けさが好//す//きです。,I like the stillness in the mountains.,,,,,,,,,,,,,,,,"しず,ぜい,じょう,し","しず,しん,じょう,し","しず,じん,じょう,し",,,,,,,,,,30
598,卒,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
599,順,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
600,滋,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
601,歴,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31
602,巣,None,す,None,None,鳥の巣,とりのす,Bird's nest,木//き//の上//うえ//に鳥//とり//の巣//す//を見//み//つけました。,I found a bird’s nest on the tree.,はちの巣,はちのす,Beehive,森//もり//ではち//の巣//す//を見//み//つけた。,I found a beehive in the forest.,巣立ち,すだち,Leaving the nest,雛//ひな//が巣立//すだ//ちの準//じゅん//備//び//をしている。,The chicks are preparing to leave the nest.,空き巣,あきす,Burglar,近所//きんじょ//で空//あ//き巣//す//事//じ//件//けん//が発生//はっせい//した。,A burglary occurred in the neighborhood.,,,,,,,,,,,"す,ず,すん,そい","す,から,き,か","す,から,き,か","す,ず,すん,そい",,,,,,,,,31
603,老,None,お,ふ,None,老いる,おいる,"To age, To grow old",人//ひと//は誰//だれ//でも老//お//いるものだ。,Everyone ages.,老ける,ふける,To look old,彼//かれ//は最近//さいきん//老//けたように見//み//える。,He looks like he has aged recently.,,,,,,,,,,,,,,,,,,,,,"おい,ふう,ろい,ろ","ふ,ふう,ろい,ろ",,,,,,,,,,,31
604,令,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31
605,徒,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31
606,貨,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31
607,航,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31
608,季,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31
609,芽,None,め,None,None,新芽,しんめ,"New bud, Sprout",春//はる//になると木//き//に新//しん//芽//め//が出//で//る。,"In spring, new buds sprout on trees.",芽吹く,めぶく,"To bud, sprout",桜//さくら//の木//き//が芽吹//めぶ//き始//はじ//めた。,The cherry trees have begun to bud.,芽生える,めばえる,"To sprout, to begin to grow (emotion, relationship)",彼//かれ//の中//なか//に友//ゆう//情//じょう//が芽生//めば//えた。,A sense of friendship began to grow within him.,,,,,,,,,,,,,,,,"め,めい,まつ,しん","め,めく,まつ,しん","め,めい,まつ,しん",,,,,,,,,,31
610,香,None,か,かお,None,香り,かおり,"Fragrance, Aroma",花//はな//の香//かお//りが風//かぜ//に乗//の//って広//ひろ//がる。,The scent of flowers spreads in the wind.,色香,いろか,"Allure,Charm",彼女//かのじょ//の演技//えんぎ//は、色//いろ//香//か//を漂//ただよ//わせていた。,The old town has a certain charm.,,,,,,,,,,,,,,,,,,,,,"かお,こん,こう,にお","か,こ,が,おう",,,,,,,,,,,31
611,欠,None,か,None,None,欠ける,かける,"To chip, To lack",コップが欠//か//けてしまった。,The cup has chipped.,欠く,かく,"To lack, To be missing",彼//かれ//の話//はなし//は説得//せっとく//力//りょく//を欠//か//いている。,His argument lacks persuasiveness.,欠片,かけら,"Fragment, Piece",ガラスの欠//か//片//けら//に気//き//をつけてください。,Be careful of the glass fragments.,,,,,,,,,,,,,,,,"か,が,けっ,きつ","か,けい,けっ,きつ","か,が,けら,きつ",,,,,,,,,,31
612,底,None,そこ,None,None,底力,そこぢから,"Inner strength, Potential",彼//かれ//は試//し//合//あい//で底//そこ//力//ぢから//を発//はっ//揮//き//した。,He demonstrated his inner strength in the match.,川底,かわぞこ,Riverbed,川底//かわぞこ//に小//こ//石//いし//がたくさんある。,There are many pebbles on the riverbed.,,,,,,,,,,,,,,,,,,,,,"そこ,そ,ぞ,そん","ぞこ,てい,ぞ,そん",,,,,,,,,,,31
613,媛,None,ひめ,None,None,愛//え//媛県,えひめけん,Ehime prefecture,愛//え//媛//ひめ//県//けん//はみかんの産//さん//地//ち//で有//ゆう//名//めい//です。,Ehime Prefecture is famous for its mandarin oranges.,,,,,,,,,,,,,,,,,,,,,,,,,,"ひめ,おんな,め,めい",,,,,,,,,,,,31
614,願,None,ねが,None,None,願う,ねがう,"To wish, To hope",彼//かれ//は世//せ//界//かい//の平//へい//和//わ//を願//ねが//っている。,He wishes for world peace.,願い,ねがい,"Wish, Request",星//ほし//に願//ねが//いをかける。,I make a wish upon a star.,,,,,,,,,,,,,,,,,,,,,"ねが,のが,そん,ほん","ねが,のが,そん,ほん",,,,,,,,,,,31
615,希,None,まれ,None,None,希な,まれな,"Rare, Uncommon",こんな機//き//会//かい//は希//まれ//だ。,This kind of opportunity is rare.,,,,,,,,,,,,,,,,,,,,,,,,,,"まれ,きん,け,の",,,,,,,,,,,,31
616,笑,None,わら,え,None,笑う,わらう,"To laugh, To smile",彼//かれ//の冗談//じょうだん//にみんなが笑//わら//った。,Everyone laughed at his joke.,笑顔,えがお,Smiling face,彼女//かのじょ//の笑//え//顔//がお//が素//す//敵//てき//だ。,Her smile is lovely.,微//ほほ//笑む,ほほえむ,To smile gently,彼//かれ//は静//しず//かに微笑//ほほえ//んだ。,He smiled gently.,,,,,,,,,,,,,,,,"わら,えい,へい,わ","え,えい,へい,しょ","え,えい,へい,わ",,,,,,,,,,31
617,停,None,と,None,None,停まる,とまる,"To stop, To halt",バスが停//と//まった。,The bus stopped.,,,,,,,,,,,,,,,,,,,,,,,,,,"と,とん,て,ひ",,,,,,,,,,,,31
618,束,None,たば,つか,None,束ねる,たばねる,"To bundle, To tie together",彼//かれ//は髪//かみ//を束//たば//ねた。,He tied his hair up.,花束,はなたば,"Bouquet, Bunch of flowers",花//はな//束//たば//をプレゼントした。,I gave a bouquet of flowers as a gift.,束の間,つかのま,"Momentary, Brief",彼//かれ//は束//つか//の間//ま//の休//きゅう//息//そく//を楽//たの//しんだ。,He enjoyed a brief moment of rest.,,,,,,,,,,,,,,,,"たば,そん,た,つう","たば,そく,ほん,つう","つか,つい,つま,つう",,,,,,,,,,31
619,仲,None,なか,None,None,仲間,なかま,"Companion, Friend",彼//かれ//は大切//たいせつ//な仲間//なかま//だ。,He is an important companion.,仲良し,なかよし,Close friend,彼女//かのじょ//とは仲//なか//良//よ//しだ。,She and I are close friends.,仲直り,なかなおり,Reconciliation,友達//ともだち//と仲//なか//直//なお//りした。,I reconciled with my friend.,,,,,,,,,,,,,,,,"なか,さい,とも,えん","なか,さい,とも,えん","なか,さい,とも,えん",,,,,,,,,,31
620,栄,None,さか,None,None,栄える,さかえる,"To prosper, To flourish",都市//とし//が経済//けいざい//の発展//はってん//で栄//さか//えた。,The city flourished due to economic growth.,,,,,,,,,,,,,,,,,,,,,,,,,,"さか,さい,き,へい",,,,,,,,,,,,31
621,札,None,ふだ,None,None,名札,なふだ,Name tag,会//かい//議//ぎ//で名//な//札//ふだ//をつける。,"At the conference, we wear name tags.",荷札,にふだ,Tag,鞄//かばん//に荷//に//札//ふだ//をつけてください。,Please attach a tag to your bag.,,,,,,,,,,,,,,,,,,,,,"ふだ,みょう,な,めい","ふだ,みょう,に,か",,,,,,,,,,,32
622,脈,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32
623,節,None,ふし,None,None,節目,ふしめ,Turning point,人生//じんせい//の節//ふし//目//め//を迎//むか//える。,I reach an important milestone in life.,,,,,,,,,,,,,,,,,,,,,,,,,,"ふし,せい,まつ,ふう",,,,,,,,,,,,32
624,包,None,つつ,づつ,None,包む,つつむ,"To wrap, To cover",彼//かれ//はプレゼントを包//つつ//んだ。,He wrapped the present.,小包,こづつみ,Parcel,私//わたし//は友人//ゆうじん//に小//こ//包//づつみ//を送//おく//った。,I sent a parcel to my friend.,,,,,,,,,,,,,,,,,,,,,"つつ,ほん,すす,ほう","づつみ,ほん,すす,ほう",,,,,,,,,,,32
625,喜,None,よろこ,None,None,喜ぶ,よろこぶ,"To be happy, To rejoice",彼//かれ//は成功//せいこう//を喜//よろこ//んだ。,He rejoiced in his success.,喜び,よろこび,"Joy, Delight",母//はは//は子//こ//供//ども//の成//せい//長//ちょう//を喜//よろこ//びに感//かん//じている。,The mother finds joy in her child’s growth.,,,,,,,,,,,,,,,,,,,,,"よろこ,き,よん,ほろこ","よろこ,よし,よん,ほろこ",,,,,,,,,,,32
